0,0.75
1,0.6052631578947368
2,0.618421052631579
3,0.0
4,0.618421052631579
5,0.618421052631579
6,0.6447368421052632
7,0.6578947368421053
8,0.6578947368421053
9,0.6578947368421053
10,0.7368421052631579
11,0.6578947368421053
12,0.39473684210526316
13,0.6842105263157895
14,0.7368421052631579
15,0.7368421052631579
16,0.75
17,0.7631578947368421
18,0.7631578947368421
19,0.7631578947368421
20,1.0
21,0.75
22,0.7368421052631579
23,0.868421052631579
24,0.868421052631579
25,0.868421052631579
26,0.868421052631579
